APFC,1382434200000,53.78
APFC,1382434260000,53.66
APFC,1382434320000,53.92
APFC,1382434380000,53.92
APFC,1382434500000,53.66
APFC,1382434560000,53.96
APFC,1382435520000,54.01
APFC,1382435580000,53.89
APFC,1382435640000,53.76
APFC,1382435820000,53.95
APFC,1382435880000,53.89
APFC,1382436000000,53.74
APFC,1382436060000,53.88
APFC,1382436120000,53.88
APFC,1382436660000,53.88
APFC,1382436780000,53.88
APFC,1382437020000,54.1999
APFC,1382437380000,54.2
APFC,1382437500000,54.36
APFC,1382437560000,54.09
APFC,1382438520000,54.19
APFC,1382439180000,53.72
APFC,1382439360000,53.62
APFC,1382439600000,53.55
APFC,1382439660000,53.62
APFC,1382439720000,53.7
APFC,1382439780000,53.7
APFC,1382439840000,53.74
APFC,1382439900000,53.61
APFC,1382440020000,53.6
APFC,1382440080000,53.57
APFC,1382440140000,53.61
APFC,1382440200000,53.53
APFC,1382440260000,53.75
APFC,1382440380000,53.59
APFC,1382440560000,53.4
APFC,1382440920000,53.2
APFC,1382441040000,53.415
APFC,1382441340000,53.25
APFC,1382441520000,53.2
APFC,1382442000000,53.515
APFC,1382442240000,53.556
APFC,1382442660000,53.55
APFC,1382442720000,53.45
APFC,1382442780000,53.52
APFC,1382442840000,53.61
APFC,1382442960000,53.46
APFC,1382443020000,53.41
APFC,1382443200000,53.5
APFC,1382443260000,53.37
APFC,1382443740000,53.51
APFC,1382443800000,53.44
APFC,1382445060000,53.54
APFC,1382445720000,53.41
APFC,1382445840000,53.31
APFC,1382445900000,53.32
APFC,1382445960000,53.33
APFC,1382446080000,53.33
APFC,1382446140000,53.24
APFC,1382446200000,53.34
APFC,1382446380000,53.39
APFC,1382446440000,53.35
APFC,1382446500000,53.44
APFC,1382446620000,53.472
APFC,1382447280000,53.51
APFC,1382448060000,53.43
APFC,1382448240000,53.84
APFC,1382448660000,53.73
APFC,1382448780000,53.41
APFC,1382448840000,53.42
APFC,1382448900000,53.55
APFC,1382448960000,53.59
APFC,1382449080000,53.5
APFC,1382449200000,53.37
APFC,1382449260000,53.42
APFC,1382449320000,53.65
APFC,1382449740000,53.6
APFC,1382450520000,53.85
APFC,1382450700000,53.78
APFC,1382450880000,53.8
APFC,1382451540000,53.9
APFC,1382451780000,53.75
APFC,1382451840000,53.8
APFC,1382451900000,53.51
APFC,1382452200000,53.47
APFC,1382452260000,53.5
APFC,1382452320000,53.5
APFC,1382452800000,53.536
APFC,1382452860000,53.5
APFC,1382452920000,53.45
APFC,1382453040000,53.49
APFC,1382453100000,53.45
APFC,1382453160000,53.532
APFC,1382453220000,53.48
APFC,1382453340000,53.4
APFC,1382453400000,53.44
APFC,1382453460000,53.46
APFC,1382453640000,53.4
APFC,1382453760000,53.39
APFC,1382453820000,53.5
APFC,1382453880000,53.4
APFC,1382453940000,53.38
APFC,1382454000000,53.46
APFC,1382454120000,53.41
APFC,1382454180000,53.45
APFC,1382454240000,53.41
APFC,1382454300000,53.46
APFC,1382454420000,53.39
APFC,1382454720000,53.49
APFC,1382454780000,53.5
APFC,1382454840000,53.4
APFC,1382454900000,53.532
APFC,1382454960000,53.46
APFC,1382455080000,53.45
APFC,1382455140000,53.45
APFC,1382455260000,53.37
APFC,1382455320000,53.45
APFC,1382455380000,53.4
APFC,1382455560000,53.37
APFC,1382455740000,53.35
APFC,1382455800000,53.36
APFC,1382455860000,53.3
APFC,1382455920000,53.34
APFC,1382456640000,53.461
APFC,1382456880000,53.49
APFC,1382457120000,53.5
APFC,1382457180000,53.5
APFC,1382457480000,53.25
APFC,1382457540000,53.1
